Epoch,Loss_Normal,Loss_Penalizada
1,0.6931471805599453,0.6931471805599453
2,0.6370629879556506,0.6370644415374128
3,0.5449842024348057,0.5449981719437468
4,0.44184791530672307,0.441897191567232
5,0.347356283170355,0.3474710026332363
6,0.270762758645019,0.27097457822939536
7,0.21274873862337715,0.2130869271208488
8,0.17006984078100523,0.17055935210740683
9,0.1388251118326221,0.13948581774270943
10,0.11575585339950836,0.11660244886463447
11,0.09846696234136697,0.099509286401073
12,0.08528337517156703,0.0865269640605905
13,0.075050897463349,0.07649763493421644
14,0.06697270208689415,0.06862147829297238
15,0.06049310092086451,0.06234042896332058
16,0.055219169900576515,0.05725973519462291
17,0.050868796333248374,0.05309593010842922
18,0.04723626207569472,0.0496423395653501
19,0.04416927181944274,0.04674604053284714
20,0.04155344310171241,0.044292288760859215
21,0.03930169377976431,0.0421938521622759
22,0.037346878318033,0.040383601065745886
23,0.035636606408146476,0.038809288248916454
24,0.0341295471524892,0.03742982118184705
25,0.03279275816857697,0.03621256498597001
26,0.0315997311951611,0.03513136686249206
27,0.030528945021662816,0.03416509204851091
28,0.029562782048645046,0.03329652692592581
29,0.02868670853801744,0.03251154874431276
30,0.027888648204263126,0.031798491094025313
31,0.02715849905721372,0.031147654601279075
32,0.026487757439729517,0.03055092641821074
33,0.025869223033754832,0.030001481971125257
34,0.025296765569004318,0.029493549442973596
35,0.024765138948602185,0.029022222490733805
36,0.024269832104163565,0.028583310334358996
37,0.02380694851698308,0.02817321701001422
38,0.023373108272961587,0.027788843538000575
39,0.022965367951868786,0.0274275082110017
40,0.022581154723553033,0.027086881298779113
41,0.022218211831865085,0.026764931288870877
42,0.021874553260768096,0.02645988040912233
43,0.02154842584639954,0.026170167657478496
44,0.021238277460098032,0.025894417934131254
45,0.020942730167247806,0.025631416157800884
46,0.02066055748488123,0.02538008547156359
47,0.02039066503192657,0.025139468819051748
48,0.020132074000722918,0.024908713310171582
49,0.01988390698518411,0.024687056905097288
50,0.01964537578601477,0.02447381703258209
51,0.01941577088142506,0.024268380828442654
52,0.019194452306502772,0.024070196736163077
53,0.01898084172859468,0.023878767256815252
54,0.01877441554190415,0.023693642672145486
55,0.01857469883372608,0.023514415594482075
56,0.018381260098643208,0.023340716221445148
57,0.018193706596643346,0.023172208193368442
58,0.018011680267311675,0.023008584967724784
59,0.017834854125660167,0.02284956663836149
60,0.017662929076297854,0.02269489713853754
61,0.017495631091939832,0.022544341776043184
62,0.017332708710032178,0.022397685056421545
63,0.017173930807804806,0.022254728756779356
64,0.01701908462157342,0.02211529021809649
65,0.016867973980770102,0.021979200828503728
66,0.01672041773113548,0.021846304673844325
67,0.01657624832487033,0.02171645733508924
68,0.01643531055841808,0.021589524814935805
69,0.016297460441010072,0.0214653825782697
70,0.01616256417921987,0.021343914693173528
71,0.016030497264593085,0.02122501306088129
72,0.015901143652992243,0.021108576724548744
73,0.015774395025658066,0.020994511247975748
74,0.015650150123171,0.020882728156508195
75,0.015528314144525903,0.020773144433290626
76,0.015408798204430417,0.020665682064858866
77,0.015291518842722564,0.020560267630771793
78,0.015176397580490364,0.02045683193260071
79,0.01506336051807994,0.020355309658133623
80,0.014952337970709419,0.02025563907712414
81,0.014843264137873525,0.020157761765327766
82,0.014736076803136478,0.020061622353931274
83,0.014630717061275838,0.019967168301799943
84,0.014527129070062659,0.019874349688248423
85,0.014425259824249843,0.019783119024289038
86,0.014325058949594781,0.0196934310805304
87,0.014226478514968268,0.019605242730093293
88,0.014129472860802622,0.01951851280508257
89,0.01403399844231118,0.019433201965306394
90,0.013940013686071168,0.019349272578069857
91,0.01384747885870409,0.019266688607990377
92,0.013756355946515742,0.019185415515889852
93,0.013666608545071332,0.01910542016591445
94,0.013578201757783381,0.019026670740118053
95,0.013491102102681517,0.01894913665982209
96,0.013405277426614643,0.018872788513132607
97,0.013320696826209772,0.018797597988056487
98,0.013237330574977451,0.01872353781071381
99,0.013155150056013004,0.0186505816881918
100,0.013074127699795603,0.018578704255630463
101,0.01299423692663543,0.01850788102716913
102,0.012915452093361717,0.018438088350418727
103,0.012837748443883449,0.018369303364156396
104,0.012761102063289,0.018301503958968075
105,0.012685489835182705,0.018234668740590047
106,0.012610889401984248,0.018168776995723928
107,0.012537279127942525,0.018103808660120704
108,0.01246463806463846,0.018039744288747727
109,0.012392945918772087,0.017976565027870452
110,0.012322183022047822,0.017914252588895056
111,0.012252330302988826,0.017852789223832925
112,0.012183369260526825,0.017792157702259857
113,0.012115281939227077,0.017732341289654372
114,0.012048050906021287,0.017673323727009888
115,0.011981659228332076,0.017615089211624593
116,0.011916090453483125,0.01755762237898125
117,0.011851328589298254,0.01750090828563691
118,0.011787358085801123,0.017444932393049287
119,0.01172416381793494,0.01738968055227276
120,0.011661731069228203,0.01733513898946261
121,0.01160004551633908,0.01728129429213148
122,0.011539093214416566,0.017228133396106272
123,0.01147886058322157,0.01717564357313836
124,0.01141933439395609,0.017123812419123616
125,0.011360501756752583,0.017072627842892183
126,0.011302350108779754,0.01702207805553146
127,0.011244867202924313,0.016972151560208197
128,0.011188041097011664,0.016922837142458663
129,0.011131860143531151,0.01687412386091794
130,0.011076312979834536,0.01682600103846191
131,0.011021388518778333,0.016778458253737142
132,0.01096707593978332,0.016731485333056052
133,0.010913364680286213,0.016685072342636227
134,0.010860244427560489,0.016639209581164344
135,0.010807705110885222,0.01659388757266656
136,0.010755736894041834,0.01654909705966852
137,0.010704330168120724,0.016504828996629226
138,0.010653475544620466,0.01646107454363439
139,0.010603163848824006,0.016417825060335428
140,0.010553386113436682,0.016375072100121544
141,0.010504133572472775,0.016332807404513042
142,0.01045539765537745,0.01629102289776489
143,0.01040716998137214,0.016249710681669922
144,0.010359442354012352,0.016208863030552335
145,0.010312206755947148,0.016168472386442104
146,0.010265455343870787,0.016128531354421966
147,0.010219180443657121,0.016089032698138855
148,0.010173374545668176,0.016049969335472376
149,0.010128030300228819,0.016011334334353075
150,0.010083140513259991,0.01597312090872407
151,0.010038698142063155,0.015935322414639463
152,0.009994696291249393,0.01589793234649388
153,0.009951128208806637,0.015860944333377366
154,0.009907987282299222,0.015824352135550362
155,0.009865267035193855,0.015788149641033873
156,0.00982296112330691,0.015752330862309892
157,0.009781063331367778,0.01571688993312778
158,0.009739567569693538,0.01568182110541226
159,0.009698467870970546,0.015647118746268923
160,0.009657758387138416,0.015612777335083528
161,0.009617433386372411,0.015578791460711425
162,0.009577487250160489,0.015545155818753528
163,0.009537914470471087,0.015511865208915673
164,0.009498709647008276,0.015478914532448151
165,0.009459867484551018,0.015446298789662471
166,0.00942138279037318,0.015414013077522378
167,0.009383250471741407,0.015382052587306624
168,0.009345465533487933,0.015350412602340626
169,0.009308023075655635,0.015319088495794771
170,0.009270918291212545,0.015288075728546836
171,0.009234146463833571,0.01525736984710633
172,0.009197702965746759,0.015226966481598558
173,0.009161583255642015,0.015196861343806364
174,0.009125782876640016,0.015167050225267488
175,0.009090297454319165,0.015137528995425791
176,0.009055122694798735,0.015108293599834316
177,0.009020254382876043,0.015079340058408584
178,0.0089856883802161,0.015050664463728367
179,0.008951420623591734,0.015022262979386476
180,0.008917447123172611,0.014994131838382694
181,0.008883763960861473,0.01496626734156179
182,0.008850367288676131,0.014938665856093802
183,0.00881725332717554,0.014911323813995504
184,0.0087844183639287,0.014884237710691556
185,0.00875185875202493,0.014857404103614132
186,0.008719570908624064,0.014830819610839867
187,0.008687551313545533,0.014804480909762798
188,0.008655796507894937,0.014778384735802319
189,0.008624303092726862,0.014752527881145009
190,0.008593067727743061,0.0147269071935192
191,0.008562087130024576,0.01470151957500143
192,0.008531358072797032,0.014676361980853703
193,0.008500877384227872,0.01465143141839057
194,0.008470641946254704,0.014626724945875334
195,0.008440648693443685,0.014602239671444223
196,0.00841089461187716,0.014577972752057914
197,0.008381376738069553,0.014553921392479508
198,0.008352092157910754,0.01453008284427814
199,0.008323038005636095,0.014506454404857535
200,0.008294211462822273,0.014483033416508743
201,0.008265609757408237,0.014459817265486275
202,0.008237230162740562,0.014436803381107213
203,0.008209069996642275,0.014413989234872235
204,0.00818112662050486,0.014391372339608242
205,0.008153397438402363,0.014368950248631933
206,0.008125879896227232,0.014346720554933485
207,0.00809857148084714,0.014324680890380092
208,0.008071469719282288,0.01430282892493864
209,0.00804457217790248,0.01428116236591686
210,0.00801787646164356,0.014259678957222745
211,0.007991380213242463,0.014238376478641429
212,0.007965081112490679,0.014217252745129205
213,0.007938976875505219,0.01419630560612422
214,0.007913065254016942,0.014175532944873188
215,0.007887344034675529,0.014154932677774006
216,0.007861811038370808,0.014134502753733524
217,0.007836464119569867,0.01411424115354027
218,0.007811301165669578,0.014094145889251616
219,0.007786320096364134,0.014074215003595038
220,0.007761518863027081,0.014054446569383094
221,0.007736895448107636,0.014034838688941717
222,0.007712447864540772,0.014015389493551512
223,0.007688174155170692,0.013996097142901714
224,0.0076640723921874414,0.0139769598245564
225,0.007640140676576222,0.01395797575343273
226,0.007616377137579128,0.013939143171290823
227,0.007592779932168898,0.013920460346235057
228,0.007569347244534486,0.013901925572226333
229,0.007546077285578027,0.01388353716860529
230,0.007522968292422976,0.013865293479625816
231,0.007500018527933142,0.013847192873998961
232,0.007477226280242192,0.01382923374444674
233,0.007454589862293611,0.01381141450726571
234,0.007432107611390593,0.01379373360189994
235,0.007409777888755793,0.013776189490523321
236,0.0073875990791005645,0.013758780657630755
237,0.007365569590203545,0.013741505609638206
238,0.0073436878524982905,0.013724362874491285
239,0.007321952318669726,0.013707351001282168
240,0.007300361463259254,0.013690468559874653
241,0.007278913782278222,0.013673714140537106
242,0.00725760779282966,0.013657086353583234
243,0.007236442032737873,0.013640583829020352
244,0.0072154150601859935,0.013624205216204962
245,0.007194525453361025,0.013607949183505639
246,0.0071737718101063195,0.013591814417972824
247,0.007153152747581344,0.01357579962501548
248,0.007132666901928443,0.013559903528084408
249,0.007112312927946546,0.013544124868362178
250,0.007092089498771538,0.013528462404459252
251,0.007071995305563292,0.013512914912116418
252,0.0070520290571989665,0.013497481183913317
253,0.007032189479972708,0.013482160028982717
254,0.00701247531730133,0.013466950272730819
255,0.006992885329436028,0.013451850756562923
256,0.006973418293179899,0.013436860337614789
257,0.006954073001611148,0.013421977888489369
258,0.006934848263811768,0.013407202296998618
259,0.006915742904601784,0.013392532465910715
260,0.0068967557642786595,0.013377967312702013
261,0.0068778856983619414,0.013363505769314084
262,0.006859131577342943,0.013349146781915457
263,0.006840492286439327,0.013334889310668048
264,0.006821966725354585,0.01332073232949816
265,0.00680355380804213,0.013306674825871964
266,0.0067852524624741044,0.013292715800575294
267,0.00676706163041458,0.013278854267497768
268,0.006748980267197198,0.013265089253421035
269,0.006731007341507152,0.013251419797811097
270,0.00671314183516731,0.013237844952614628
271,0.006695382742928432,0.013224363782059177
272,0.0066777290722634846,0.013210975362457219
273,0.006660179843165777,0.013197678782013837
274,0.0066427340879510535,0.013184473140638135
275,0.0066253908510631844,0.013171357549758195
276,0.0066081491888836915,0.013158331132139454
277,0.006591008169544741,0.013145393021706564
278,0.006573966872745708,0.013132542363368558
279,0.0065570243895731566,0.01311977831284723
280,0.006540179822324184,0.013107100036508813
281,0.006523432284333031,0.013094506711198634
282,0.00650678089980094,0.013081997524078934
283,0.006490224803629129,0.013069571672469664
284,0.006473763141254867,0.013057228363692096
285,0.00645739506849054,0.013044966814915458
286,0.006441119751365674,0.013032786253006245
287,0.006424936365971848,0.013020685914380346
288,0.006408844098310399,0.013008665044857747
289,0.006392842144142964,0.012996722899520018
290,0.006376929708844609,0.012984858742570247
291,0.006361106007259746,0.012973071847195549
292,0.006345370263560491,0.012961361495431967
293,0.006329721711107728,0.012949726978031921
294,0.0063141595923144715,0.012938167594333881
295,0.0062986831585118445,0.012926682652134423
296,0.006283291669817281,0.012915271467562559
297,0.006267984395005195,0.012903933364956259
298,0.006252760611379827,0.012892667676741153
299,0.0062376196046504,0.012881473743311372
300,0.006222560668808436,0.01287035091291245
301,0.006207583106007228,0.012859298541526332
302,0.0061926862264434016,0.0128483159927583
303,0.006177869348240566,0.012837402637725925
304,0.006163131797334958,0.012826557854949922
305,0.006148472907363089,0.012815781030246883
306,0.006133892019551297,0.012805071556623828
307,0.006119388482607231,0.012794428834174683
308,0.006104961652613166,0.012783852269978316
309,0.006090610892921186,0.012773341277998576
310,0.0060763355740500865,0.012762895278985803
311,0.006062135073584124,0.012752513700380129
312,0.006048008776073389,0.012742195976216446
313,0.006033956072935922,0.012731941547030813
314,0.006019976362361439,0.01272174985976866
315,0.006006069049216739,0.012711620367694347
316,0.005992233544952628,0.012701552530302368
317,0.005978469267512426,0.012691545813229895
318,0.0059647756412420155,0.012681599688170987
319,0.005951152096801378,0.01267171363279195
320,0.005937598071077558,0.012661887130648423
321,0.00592411300709912,0.012652119671103475
322,0.0059106963539520005,0.012642410749247376
323,0.005897347566696728,0.012632759865818462
324,0.005884066106287008,0.012623166527125425
325,0.005870851439489635,0.012613630244970794
326,0.005857703038805739,0.012604150536575699
327,0.005844620382393259,0.012594726924505882
328,0.005831602953990723,0.01258535893659882
329,0.005818650242842263,0.012576046105892146
330,0.005805761743623739,0.01256678797055314
331,0.005792936956370252,0.012557584073809337
332,0.005780175386404593,0.012548433963880352
333,0.005767476544266994,0.012539337193910677
334,0.005754839945645925,0.012530293321903637
335,0.0057422651113100565,0.012521301910656358
336,0.005729751567041219,0.012512362527695728
337,0.005717298843568465,0.012503474745215504
338,0.005704906476503225,0.012494638140014249
339,0.005692574006275374,0.012485852293434347
340,0.005680300978070379,0.01247711679130195
341,0.0056680869417674445,0.012468431223867909
342,0.005655931451878536,0.012459795185749483
343,0.005643834067488452,0.012451208275873201
344,0.005631794352195785,0.012442670097418337
345,0.005619811874054759,0.0124341802577615
346,0.005607886205518065,0.012425738368421927
347,0.00559601692338047,0.012417344045007678
348,0.005584203608723344,0.012408996907162687
349,0.00557244584686007,0.012400696578514536
350,0.005560743227282243,0.012392442686623144
351,0.005549095343606659,0.012384234862930148
352,0.005537501793523209,0.012376072742709122
353,0.005525962178743494,0.012367955965016476
354,0.005514476104950204,0.012359884172643193
355,0.005503043181747351,0.01235185701206722
356,0.005491663022611107,0.012343874133406641
357,0.005480335244841563,0.012335935190373465
358,0.005469059469515033,0.012328039840228235
359,0.005457835321437218,0.012320187743735184
360,0.0054466624290969105,0.01231237856511821
361,0.005435540424620615,0.012304611972017307
362,0.005424468943727566,0.012296887635445843
363,0.005413447625685682,0.012289205229748409
364,0.0054024761132679434,0.012281564432559209
365,0.0053915540527095535,0.012273964924761134
366,0.005380681093665688,0.012266406390445503
